Time,Ctrl,QPos,QVel
0.08200000000000006,"-1.58344873,-2.0943951023931953,0.2776445304948485,-1.4526277496507696,-1.57268012,0.00907312","-1.585316384288764,-2.3903477210870845,2.7202403598512324,-2.115897182066438,-1.572687628547772,0.009065113608379027","0.02413428803382517,-2.1036113855755616,0.3057230986119694,-1.1120544515117754,-5.4302538821734676e-05,0.00012349259262139619"
0.08400000000000006,"-1.58344873,-2.0943951023931953,0.30451690780294083,-1.1481685159301858,-1.57268012,0.00907312","-1.5852711309060203,-2.3945560831539505,2.7208823872454593,-2.1182025166768415,-1.572687450671741,0.009065249421356282","0.022626691371844275,-2.1041810334329347,0.3210136971134293,-1.1526673052018825,8.893801545595677e-05,6.790648862742445e-05"
0.08600000000000006,"-1.58344873,-2.0943951023931953,0.24629716870569007,-1.5161714806622246,-1.57268012,0.00907312","-1.5852301679322454,-2.39876910207229,2.721548641917259,-2.120491632216581,-1.5726871458142906,0.009065368010513391","0.020481486887523857,-2.1065094591696374,0.33312733589993726,-1.1445577698698777,0.00015242872514513686,5.929457855416917e-05"
0.08800000000000006,"-1.58344873,-2.0943951023931953,0.2975922728498146,-0.6222106581428353,-1.57268012,0.00907312","-1.5851868914676916,-2.4029794651614567,2.7222156338738097,-2.1228504111305475,-1.5726871488979541,0.009065556715147456","0.021638232276905325,-2.1051815445832944,0.3334959782752916,-1.1793894569831376,-1.5418317749773495e-06,9.435231703200963e-05"
0.09000000000000007,"-1.58344873,-2.0943951023931953,0.2066885563794303,-1.6064737388451713,-1.57268012,0.00907312","-1.5851479217411901,-2.4071964692566556,2.7228865029528926,-2.1251043015094595,-1.5726868369049651,0.009065637878272734","0.019484863250771513,-2.1085020475994103,0.3354345395413916,-1.1269451894560698,0.00015599649451026714,4.058156263907373e-05"
0.09200000000000007,"-1.58344873,-2.0943951023931953,0.2966631209126209,-1.2890702314522036,-1.57268012,0.00907312","-1.585104040130086,-2.411408341214217,2.7235378236260335,-2.12741863178475,-1.5726869210713073,0.009065875536050453","0.02194080555207939,-2.10593597878067,0.3256603365704746,-1.1571651376450853,-4.2083171036946755e-05,0.00011882888885979127"
0.09400000000000007,"-1.58344873,-2.0943951023931953,0.3131290714255526,-0.8367000086680818,-1.57268012,0.00907312","-1.5850627839697973,-2.415621172020833,2.724219330244235,-2.1298136969913335,-1.5726867397745339,0.009065995851578473","0.0206280801443491,-2.106415403308003,0.3407533091006118,-1.197532603291854,9.064838672005288e-05,6.01577640096643e-05"
0.09600000000000007,"-1.58344873,-2.0943951023931953,0.2136948338647242,-1.6021835735825678,-1.57268012,0.00907312","-1.5850262224803577,-2.4198410128436847,2.7249090106093345,-2.1321053870482536,-1.5726863983413357,0.009066062499603598","0.018280744719792946,-2.109920411425771,0.34484018254995,-1.1458450284601178,0.0001707165990628473,3.3324012562676785e-05"
0.09800000000000007,"-1.58344873,-2.0943951023931953,0.30296869574798,-1.2827787006304054,-1.57268012,0.00907312","-1.584984713010727,-2.4240556126735258,2.7255779203875323,-2.1344571156828147,-1.5726864774033147,0.009066296899025375","0.020754734815301604,-2.107299914920581,0.3344548890988789,-1.175864317280578,-3.9530989454505684e-05,0.0001171997108887055"
0.10000000000000007,"-1.58344873,-2.0943951023931953,0.3152791162749793,-0.8446970444967232,-1.57268012,0.00907312","-1.5849455763464064,-2.4282710159408905,2.7262757518354697,-2.136889069305293,-1.572686303754254,0.009066410443216117","0.019568332160338736,-2.1077016336822743,0.3489157239686423,-1.21597681123916,8.682453036543868e-05,5.67720953709678e-05"
0.10200000000000008,"-1.58344873,-2.0943951023931953,0.22744935349281903,-1.5980681158486627,-1.57268012,0.00907312","-1.5849107716625797,-2.4324932603267095,2.726978583406338,-2.139216593683443,-1.5726859781631126,0.009066469105200725","0.017402341913403573,-2.111122192909648,0.35141578543399016,-1.1637621890749028,0.000162795570654148,2.9330992303998243e-05"
0.10400000000000008,"-1.58344873,-2.0943951023931953,0.310478310679299,-1.3221363932477097,-1.57268012,0.00907312","-1.584871676237374,-2.4367105630126704,2.7276647296160856,-2.1416050380241622,-1.572686433893741,0.009066618965980542","0.0195477126028567,-2.108651342980526,0.34307310487392106,-1.1942221703595874,-0.00022786531412245857,7.493038990877191e-05"
0.10600000000000008,"-1.58344873,-2.0943951023931953,0.3158622237180304,-0.8647784858607896,-1.57268012,0.00907312","-1.5848346946100087,-2.440928522591245,2.728379307447276,-2.144073431511556,-1.5726861453863095,0.009066712623235067","0.01849081368269685,-2.1089797892872775,0.35728891559511383,-1.2341967436967471,0.0001442537157954451,4.6828627262488525e-05"
0.10800000000000008,"-1.58344873,-2.0943951023931953,0.2412461924151108,-1.5939386141011966,-1.57268012,0.00907312","-1.5848014272899165,-2.4451530474655443,2.729094795340749,-2.1464360673576857,-1.572685249139455,0.009066768052012328","0.016633660046146262,-2.112262437149765,0.35774394673651777,-1.1813179230649715,0.00044812342723607793,2.7714388630071198e-05"
0.11000000000000008,"-1.58344873,-2.0943951023931953,0.3117325347170503,-1.3888072579454063,-1.57268012,0.00907312","-1.584763975465197,-2.44937294955201,2.729797616365948,-2.1488605708910375,-1.5726845846432358,0.009067014884207915","0.018725912359760583,-2.1099510432327495,0.3514105125994246,-1.2122517666760062,0.00033224810954092385,0.00012341609779392638"
0.11200000000000009,"-1.58344873,-2.0943951023931953,0.32145436266449234,-0.9180133491579543,-1.57268012,0.00907312","-1.5847284398880899,-2.4535933134338834,2.730525056913703,-2.1513638913850217,-1.5726843230009269,0.009067155727922887","0.017767788553503642,-2.1101819409367297,0.3637202738775669,-1.2516602469919746,0.00013082115444482573,7.04218574862991e-05"
0.11400000000000009,"-1.58344873,-2.0943951023931953,0.255716394974272,-1.5919761972729445,-1.57268012,0.00907312","-1.5846968339937442,-2.4578203586766976,2.731252979176492,-2.153761185531793,-1.5726841364788247,0.009067217647733392","0.015802947172875715,-2.11352262140712,0.3639611313942832,-1.1986470733856571,9.326105108133473e-05,3.095990525206855e-05"
0.11600000000000009,"-1.58344873,-2.0943951023931953,0.30814176132978277,-1.4040811525872832,-1.57268012,0.00907312","-1.5846617897678517,-2.462043062316609,2.7319728877217457,-2.156221408159336,-1.5726842982471716,0.009067399770483493","0.017522112946253856,-2.1113518199558303,0.35995427262684754,-1.2301113137715365,-8.08841734718748e-05,9.106137505046649e-05"
0.11800000000000009,"-1.58344873,-2.0943951023931953,0.33019835276106324,-0.9699323820112138,-1.57268012,0.00907312","-1.5846280635863508,-2.466265761873548,2.732710925278108,-2.1587585921996166,-1.5726842983760343,0.009067513755387897","0.01686309075041336,-2.111349778469434,0.36901877818110396,-1.2685920201403276,-6.443137590513492e-08,5.699245220217921e-05"
0.12000000000000009,"-1.58344873,-2.0943951023931953,0.2626151889424464,-1.594734628789832,-1.57268012,0.00907312","-1.5845982590445074,-2.4704952900419443,2.7334513926104047,-2.1611900456517232,-1.5726841368827003,0.009067564429912212","0.014902270921744445,-2.1147640841981628,0.37023366614839504,-1.2157267260532676,8.074666700798882e-05,2.5337262157120507e-05"
0.1220000000000001,"-1.58344873,-2.0943951023931953,0.3069433388392473,-1.4201306512847538,-1.57268012,0.00907312","-1.5845651050430134,-2.474720503717205,2.7341842844189004,-2.163684422218809,-1.572684264276769,0.009067738369755931","0.016577000746992917,-2.1126068376301834,0.36644590424776957,-1.2471882835429593,-6.369703439635374e-05,8.696992185968485e-05"
0.1240000000000001,"-1.58344873,-2.0943951023931953,0.34662498003602416,-1.268021625687572,-1.57268012,0.00907312","-1.5845329313715424,-2.478945466326424,2.734931230615626,-2.1662545241343545,-1.572684221059437,0.009067843405258466","0.01608683573553773,-2.1124813046096493,0.37347309836280057,-1.2850509577726823,2.1608666026536033e-05,5.251775126734359e-05"
0.12600000000000008,"-1.58344873,-2.0943951023931953,0.2972293755393989,-1.6875020794865134,-1.57268012,0.00907312","-1.5845042244029452,-2.4831755085110743,2.735694837725342,-2.1687849294532557,-1.5726840415451293,0.009067920075888015","0.014353484298538065,-2.1150210923251276,0.38180355485797374,-1.2652026594507335,8.975715384902907e-05,3.8335314773840665e-05"
0.12800000000000009,"-1.58344873,-2.0943946030504907,0.3279404498874885,-1.462054091552889,-1.57268012,0.00907312","-1.5844736876183374,-2.487402871249113,2.736461644133475,-2.1713836291856237,-1.5726840646697577,0.009068042500852963","0.015268392303886255,-2.113681369019453,0.38340320406628464,-1.299349866183873,-1.1562314174935086e-05,6.121248247437618e-05"
0.1300000000000001,"-1.58344873,-2.0943891102807424,0.359985143763327,-1.0209492274333165,-1.57268012,0.00907312","-1.584444434260091,-2.4916300601348187,2.737245075062325,-2.17405818584443,-1.572685019917147,0.009068549994364768","0.01462667912324244,-2.113594442852812,0.39171546442504473,-1.3372783294033326,-0.00047762369458824325,0.000253746755902593"
0.1320000000000001,"-1.58344873,-2.0943947278861668,0.28700196310376214,-1.9591365211913256,-1.57268012,0.00907312","-1.5844183761387043,-2.4958644525723797,2.7380343166192724,-2.1766277747479594,-1.5726842355348891,0.009068248643836372","0.013029060693312656,-2.117196218780463,0.3946207784737853,-1.2847944517647272,0.00039219112886657183,-0.0001506752641981154"
0.1340000000000001,"-1.58344873,-2.0943090906123643,0.3247294266269094,-1.880931776289794,-1.57268012,0.00907312","-1.5843887765652682,-2.5000945819733937,2.7388158962409648,-2.179259986429245,-1.5726839231568916,0.009068260235843568","0.0147997867180562,-2.115064700506987,0.3907898108460824,-1.3161058406427868,0.00015618899869330064,5.796003598036064e-06"
0.1360000000000001,"-1.58344873,-2.0935374812984056,0.37252626061975436,-1.5447654667793773,-1.57268012,0.00907312","-1.5843597086922319,-2.5043241804807934,2.7396080682194697,-2.1819664862520862,-1.5726835952778817,0.009068327590939295","0.014533936518143982,-2.114799253699925,0.3960859892524225,-1.3532499114205705,0.00016393950497859346,3.3677547863427906e-05"
0.1380000000000001,"-1.58344873,-2.059968169310389,0.3757852207799548,-0.8471219775049166,-1.57268012,0.00907312","-1.5843323323767682,-2.508554413907122,2.7404332336648256,-2.1847538603366536,-1.572682954713534,0.00906849206129505","0.013688157731837998,-2.115116713164322,0.41258272267802987,-1.393687042283801,0.00032028217393646145,8.223517787700693e-05"
0.1400000000000001,"-1.58344873,-2.0941466793977614,0.31266767876669643,-2.464747973892093,-1.57268012,0.00907312","-1.584304251661267,-2.5127729808534482,2.741260912021061,-2.1874364392260337,-1.572682837947357,0.009068542260618113","0.014040357750530329,-2.109283473163164,0.4138391781177662,-1.3412894446899437,5.8383088520195094e-05,2.5099661531885292e-05"
0.1420000000000001,"-1.58344873,-1.971841672126145,0.33932883411083203,-2.492040922592958,-1.57268012,0.00907312","-1.5842755284550103,-2.516992858706809,2.7420849441158106,-2.1901816735649717,-1.5726828848344077,0.009068689779658358","0.014361603128374673,-2.109938926680212,0.41201604737475056,-1.3726171694690228,-2.3443525320034975e-05,7.375952012290618e-05"
0.1440000000000001,"-1.58344873,-2.0347559816587166,0.3789726500977513,-2.5781960771981085,-1.57268012,0.00907312","-1.584234597668214,-2.521149112235403,2.7429130803119985,-2.1930047708708797,-1.572683441086008,0.009068804858152313","0.020465393398191502,-2.0781267642971493,0.4140680980939138,-1.411548652953965,-0.0002781258002031781,5.753924697725446e-05"
0.1460000000000001,"-1.58344873,0.2301013625958337,0.3799909347076782,-2.435393551253993,-1.57268012,0.00907312","-1.5841977559577498,-2.525295758639769,2.7437678373417107,-2.195907585295367,-1.5726833776282547,0.009068899326594887","0.01842085523206817,-2.0733232021829404,0.42737851485616807,-1.451407212243462,3.1728876638610246e-05,4.723422128670219e-05"
