Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6
-1.4742744708450026,-2.304432698716247,2.829083082110297,-2.4238756797712937,-1.5541307393274721,0.0012986566803439331
-1.4710730998353043,-2.3059382133344215,2.8307676153273245,-2.432861322121619,-1.553972524083746,0.0012721735185219183
-1.467764045732931,-2.307341962504258,2.8324395861009597,-2.4419847148748315,-1.553812363060672,0.0012463390765968339
-1.4643366702850067,-2.3085613000661573,2.8340828136909386,-2.451261363660931,-1.5536477108628306,0.0012209434834212483
-1.4607903192651146,-2.30953730188304,2.8356947738861007,-2.4606967833252913,-1.5534778805040825,0.0011959838301526572
-1.4571296075117786,-2.31022956422681,2.837275088800774,-2.4702943976596448,-1.5533015445144427,0.0011714562644444023
-1.4533615671140636,-2.3106107906379383,2.8388243191189835,-2.480056315649144,-1.5531190375868291,0.0011473919750557967
-1.4495606223484652,-2.3109203277639576,2.8403459632435455,-2.489918467146403,-1.5529629804428473,0.0011235220686836985
-1.4457563065380463,-2.311324129951718,2.841833658935648,-2.4997649148717893,-1.5528386585386198,0.0011001154749623742
-1.4419537900017918,-2.311932202175753,2.843293508995076,-2.509579183423305,-1.5527470479362324,0.0010773664106481728
-1.438148092776031,-2.3128212284962446,2.844727008228846,-2.519365635814331,-1.5526864250779828,0.001054768477915445
-1.4343317218155918,-2.314044708148436,2.8461343429555668,-2.52912741485271,-1.5526600731045614,0.0010328632280128581
-1.4308204799358757,-2.315717701515463,2.847510878853002,-2.5386106258437726,-1.5526718401844837,0.0010107569728747023
-1.4277935223227407,-2.317872999384482,2.8488793494509395,-2.5478077436093356,-1.5527287774065561,0.000988863080479391
-1.4253576810124358,-2.320528202007905,2.8502426773418232,-2.556718674673978,-1.552834689330112,0.0009672910862566504
-1.4235251390251253,-2.3236794628676534,2.851594954857517,-2.565343798753389,-1.552993518165705,0.0009461925425874065
-1.4222849693150932,-2.3273110823781478,2.8529299004618047,-2.573684649422785,-1.5532059158313465,0.0009255960238375236
-1.421626365730794,-2.3314093318865363,2.8542429343952587,-2.5817430425579952,-1.5534708940485855,0.000905480824303301
-1.4215385025965024,-2.3359619304322328,2.8555307400092214,-2.589521000007478,-1.5537873086676397,0.0008858329348731784
-1.4220104772369238,-2.3409576839616597,2.8567909448551063,-2.5970206901949484,-1.5541540938980323,0.0008666487941727934
-1.4227930312446666,-2.346013753781521,2.8580015172889057,-2.6042768565330294,-1.5543215405553585,0.0008484445013515784
-1.4234656785374207,-2.3508220429841025,2.8591347086232743,-2.6113156332533163,-1.5543004803927152,0.0008313139430146664
-1.4237968530339762,-2.3551965329506817,2.860231282377049,-2.6185244766225626,-1.5540986938761967,0.0008148685897755765
-1.4236815826169253,-2.359123452784178,2.861277199216269,-2.6259155605996103,-1.5537217241678032,0.000799034596874794
-1.4230555006892964,-2.362593440797776,2.8622764768279687,-2.63349046411922,-1.553172925441519,0.0007835263643712482
-1.422347255919326,-2.365910128410748,2.8632615760206983,-2.641150272125652,-1.5524809652482878,0.0007698122553938196
-1.4218410980116631,-2.369458525550115,2.864229767220057,-2.6486308065169073,-1.5519244119633362,0.0007582207145468614
-1.421692986412611,-2.373454017107361,2.8651988479256056,-2.6558986775953124,-1.551543744697981,0.0007491496108427561
-1.4219507393032178,-2.377901831006291,2.866169608323924,-2.6629761915490624,-1.5513413288058306,0.0007428426389456461
-1.4226396199573548,-2.3828043913356844,2.867136909990841,-2.6698725172848006,-1.5513162671754044,0.000739018840592067
-1.4235676613647696,-2.387850554607224,2.868112901096961,-2.6768964793915115,-1.5512605305490292,0.0007593040656455323
-1.4245579027392319,-2.392542784354448,2.86906637356046,-2.684103267744597,-1.5510858910370493,0.0008053314436898968
-1.4256085985676126,-2.3968832740144226,2.8699974296791964,-2.6914942946312537,-1.5507728206924112,0.0008762164161615922
-1.426716278689931,-2.400873582879813,2.870907396972714,-2.699069340711255,-1.550319202593028,0.0009714706899620373
-1.4278861706197428,-2.4045161619007773,2.871798817418623,-2.706827458110369,-1.5497436138430938,0.001090758830070178
-1.4290574809862315,-2.4078021592497634,2.87266789228684,-2.7147679844900203,-1.5492556348327935,0.0012039200509017852
-1.4302028541923855,-2.41072842065133,2.8735151189747454,-2.722890042819918,-1.5488963380893648,0.001308075047952854
-1.4313048750284936,-2.4132937366115135,2.8743413871307073,-2.7311930416689796,-1.5486661181907677,0.0014032172204544
-1.432351662824405,-2.4154979244480104,2.8751477540216563,-2.739676431490129,-1.548560155521396,0.0014895079477693057
-1.4333354184342737,-2.417341535236217,2.8759353310870255,-2.748339640541996,-1.5485745222651828,0.0015671457269038995
-1.4343271712317502,-2.4188394074846133,2.876710350047622,-2.7571826981900855,-1.5486036993214654,0.0016329226367454827
-1.4353672619990072,-2.4200008974906893,2.877474868440989,-2.766205356810503,-1.548627955827919,0.0016866456895742342
-1.4364816053345284,-2.420832603098784,2.878229541190708,-2.77540699214738,-1.5486470804917243,0.0017285448969279315
-1.4377294054496395,-2.421552715511518,2.878935561982359,-2.78439700239796,-1.5486609956194521,0.0017587511051198044
-1.4391677082589556,-2.422445428050547,2.8796173822614533,-2.793136828631969,-1.5486701452390315,0.0017775857541886262
-1.4406912618461596,-2.4234633051553343,2.8802727930004357,-2.8016282236880508,-1.5486863921898284,0.00178893375049099
-1.442235234987295,-2.4245752695610405,2.880910675557834,-2.8099547107499836,-1.5487100485681025,0.0017932660020633924
-1.443759257798447,-2.4257672829872234,2.881528737009609,-2.818135348271576,-1.5487392143790215,0.0017905721956928285
-1.4452381431163295,-2.4270314195184644,2.8821271285493566,-2.826173492153211,-1.548773308809085,0.0017810377472899323
-1.4466560466529972,-2.4283631044687755,2.882707151465038,-2.8340714560234503,-1.5488112934344787,0.0017647798411490377
-1.4480033130365733,-2.4297597645823323,2.883270317625109,-2.8418318442696395,-1.548852680456727,0.0017419117012374193
-1.4492201483071123,-2.4311532235315494,2.8838317174661032,-2.8496155229141804,-1.5489110514137412,0.0017583765041479698
-1.4502740564696779,-2.432508127418452,2.884384167330381,-2.857452456143105,-1.5489876299290666,0.0018181316329353592
-1.4511469474787433,-2.4338017115975603,2.884924668926382,-2.86534234816038,-1.5490813077858423,0.0019206005579890093
-1.4518296397075774,-2.435019172563063,2.885452784361255,-2.8732826093103365,-1.5491909809043798,0.0020649077740838183
-1.4523185039305915,-2.436151217301672,2.8859688100582526,-2.881271513403297,-1.5493159908187883,0.0022501865640010155
-1.4528439158711075,-2.4373117326028746,2.8864583427818093,-2.8890370105823613,-1.549501566759736,0.002427384781435368
-1.4535504815023395,-2.438549522226715,2.8869436882544304,-2.8965714750751865,-1.5497598324263355,0.00259190731861714
-1.4545281918025643,-2.4398925599019683,2.8874293187226514,-2.9038751871338566,-1.5500933000298258,0.002743733240366258
-1.4558313288798255,-2.441354159680725,2.887915725682714,-2.9109491384048285,-1.5505015701101743,0.002883166754805576
-1.4574920197252315,-2.4429391684861295,2.888402067588404,-2.9177942153439544,-1.5509845079751554,0.003010654635632192
-1.4592591279220706,-2.4441940780315456,2.8889279603927758,-2.9248231723249294,-1.55137842725175,0.0030631731155012143
-1.4610475397039282,-2.4451102375365745,2.8894774766900766,-2.9320465551901975,-1.551646138600985,0.0030357356566363264
-1.4627998546157643,-2.445679534784141,2.8900519420790367,-2.9394646844534518,-1.5517831517293812,0.0029290600590299734
-1.4644797381201256,-2.445897241985419,2.8906544148647737,-2.947077018956463,-1.551792805045258,0.0027448922096692365
-1.4660643327138538,-2.445761023687418,2.8912877122771485,-2.954883037580456,-1.5516782729552443,0.0024847842045550694
-1.4675859022688587,-2.445280248818567,2.8918038816440728,-2.9628522697427355,-1.5516025664728958,0.0022695824465940317
-1.4690854128329873,-2.444463859080034,2.8922059895347023,-2.970984471693283,-1.5515973263490705,0.0021111972375091577
-1.4705849331433014,-2.4433545252217446,2.892333766162434,-2.979194783998451,-1.551664081598818,0.0020093222662393518
-1.4721606331886496,-2.442203864371242,2.8923145746492906,-2.9871697932696177,-1.5517969518112473,0.0019625861236337912
-1.4739076767453867,-2.4415010969016135,2.8921587502891564,-2.9948456499363214,-1.5519924293930103,0.0019699591505765728
-1.4758549368191283,-2.440955371371791,2.8918740593671544,-3.0022571581476543,-1.5522620550273825,0.00196677349443129
-1.478025941924718,-2.44030024293697,2.8914655583853186,-3.009438611807376,-1.5526068018641093,0.0019465049567606542
-1.4804584735896635,-2.4393778419323384,2.890937635298258,-3.016412374068722,-1.5530247529394197,0.0019090943133882072
-1.4832128031143628,-2.4382013639140525,2.8902938694120897,-3.0231812523807,-1.5535128117214183,0.001854814285846811
-1.486318061363038,-2.436778300493082,2.8895363043919136,-3.02974695926056,-1.554070960888046,0.001784097108011467
-1.4896428554761645,-2.4350869595510884,2.888657412264223,-3.036107621598321,-1.5545921144838866,0.0017275083646149949
-1.4930982116559046,-2.433166970484942,2.8876515502538274,-3.0422557702900797,-1.555053280853328,0.001687785396429395
-1.4966559713960363,-2.431202314823618,2.886514872165442,-3.048168855491293,-1.5554514279124931,0.001664729043334804
-1.5002854093872395,-2.4293246050288757,2.885244427768891,-3.0538301393413874,-1.5557881349853828,0.001658018985332049
-1.5039579332939375,-2.4276281033648424,2.883837897263883,-3.0592275028009706,-1.5560658134098952,0.0016673090116262903
-1.5076332370563938,-2.4263523406536494,2.8822900140807595,-3.064330528800484,-1.5562381041312061,0.0017004873622365718
-1.511224513191683,-2.4254780449787896,2.880596944066012,-3.0691378051079,-1.5562999238413018,0.001757997569162686
-1.5146763104143115,-2.424991712586971,2.8787562464122316,-3.073649094853855,-1.5562519592305812,0.001839366248964919
-1.5179538301342477,-2.4248835662875656,2.876766657093254,-3.077864662253981,-1.556095556098134,0.0019440882157547646
-1.521035889335657,-2.425146284683118,2.8746276905333983,-3.081785078062962,-1.5558322227815018,0.0020716659568356414
-1.5239209215296046,-2.4257763530588194,2.8723396887131027,-3.085411751924403,-1.5556411780060182,0.002175282544775222
-1.526625405313575,-2.4267517157882517,2.869993697711154,-3.0891232527216945,-1.5555559196039317,0.0022505600272254163
-1.5291751268359894,-2.4280753340799706,2.8678643453653856,-3.0929819870648543,-1.5555767119963733,0.0022976401146997246
-1.5315658906171896,-2.429744850236437,2.8659488708021184,-3.0969896099250236,-1.5557003786739638,0.0023173320600777896
-1.5337955925578504,-2.4317575809608587,2.8642462082490345,-3.1011456482488806,-1.5559239094829538,0.0023100782053788725
-1.535902915840683,-2.4337179750935936,2.8627627084217946,-3.105501154785643,-1.5562203252499853,0.0022668730689671245
-1.537930102227672,-2.435338713104033,2.8614681628216956,-3.1097302084336365,-1.5565826683851811,0.002187439026464304
-1.5399823192079036,-2.436637792219705,2.860378555073624,-3.1138257589618603,-1.557005935433222,0.002072269596819922
-1.5421279662640768,-2.4376300315354014,2.859498742908167,-3.1177887607561403,-1.5574905877097307,0.0019221977741375456
-1.544411074336323,-2.438325957843046,2.858831235099251,-3.121620591589777,-1.5580372133245288,0.0017379866342437764
-1.5470677504628807,-2.4387713889865865,2.8583889774851423,-3.125327024167963,-1.558574100271465,0.0015541621610077737
-1.5500766978662772,-2.4389675279989023,2.8578866342426363,-3.1288592714211165,-1.559099654538777,0.0013745073206318985
-1.5535211168213647,-2.4393096195297486,2.8572693151691007,-3.132160706707373,-1.5596104824817354,0.001199114636439037
-1.55747651137869,-2.4401485997410637,2.8565381336643743,-3.1351893930535524,-1.5601070173830425,0.0010278458680931465
-1.5619404993054604,-2.4414603244511404,2.855727212822714,-3.13831370304288,-1.560593564381329,0.0008608735188251771
-1.5669077473889423,-2.443246040534243,2.854826520067698,-3.1415425753265525,-1.5610675061615484,0.0006979356337898685
-1.572304191945221,-2.445199177837015,2.8538331990758508,-3.1449134787389807,-1.561532155463787,0.0005393104729680206
-1.5780688286958937,-2.446999632852417,2.8529877946479516,-3.148506366394404,-1.5619872972628974,0.00038484622720634553
-1.5841204002096665,-2.448519056084237,2.852383586002045,-3.1523516595062007,-1.5624337551337535,0.0002344374253915736
-1.5896798764479179,-2.4496172245582937,2.851979422548539,-3.156429575348299,-1.5629051721096603,8.848246717763837e-05
-1.5946895680840383,-2.4502844808997417,2.8517742565545587,-3.160736440770696,-1.5633727957260473,-5.371250269429933e-05
-1.599144238873174,-2.4505440093469675,2.8516058535475035,-3.164882486614376,-1.5638283671321183,-0.00019260191519566516
-1.6030358979102712,-2.4503925966545834,2.851273374841133,-3.168821834324416,-1.5642705816088274,-0.00032806982629907295
-1.6063692585663734,-2.449831507315272,2.8507796082126484,-3.172553530615783,-1.5646994752009975,-0.00046013337135348545
-1.609148572683803,-2.4488627519466615,2.8501257198104146,-3.176078395301615,-1.565115328351482,-0.0005888894964164138
-1.6113776612477786,-2.447488510520772,2.849312474582414,-3.179397469332198,-1.5655188888439575,-0.000712904657844593
-1.6130714210643897,-2.445726384785317,2.8483743946601363,-3.182873817618045,-1.565909712559849,-0.000832065989292227
-1.6142656409856906,-2.443727142744995,2.8472997497353503,-3.186502334711957,-1.566287474984476,-0.0009465839644625052
-1.615204640723848,-2.4416350431713667,2.8460992371630605,-3.1902765612917694,-1.5666423541595775,-0.0010566124827521993
-1.616282793350275,-2.439583073026566,2.844792112437663,-3.194198442060242,-1.5669655402601916,-0.0011623285697113222
-1.6173931382529259,-2.437583128743806,2.8433719746849144,-3.1982611394045866,-1.5672804105465719,-0.0012670342870881419
-1.6184657710830574,-2.435650055234415,2.8418353256329536,-3.202458461136403,-1.5675899068490888,-0.0013711409801438765
-1.6194542463466366,-2.433798511501615,2.840179859206478,-3.2067854787084054,-1.567893148376487,-0.0014747615176903958
-1.6203290638645818,-2.432041571320796,2.838428565681239,-3.211242259458738,-1.5681887861685335,-0.0015778227443244827
-1.6210713058660131,-2.430390066155171,2.8366154368662824,-3.2158313338044393,-1.5684759660974048,-0.0016803623461061638
-1.6218778566325596,-2.428954281329161,2.834724049111378,-3.22054304992395,-1.5687186280482224,-0.0016403144487311925
-1.6228673403775404,-2.4277984946136386,2.83273885353769,-3.22537117062912,-1.5689139863301305,-0.0014455115168814127
-1.6241120339005286,-2.4269589957881434,2.830650811063765,-3.2303117606036817,-1.5690664507560506,-0.0010979148049798367
-1.625654760030994,-2.426454731352883,2.8284622567920166,-3.2353633653622107,-1.5691786494507884,-0.0006006579040438707
-1.627519380515804,-2.426294321410993,2.8261739933179846,-3.2405255914272164,-1.5692525819630367,4.317106317091733e-05
-1.629550958647985,-2.426365997744213,2.8237910939560047,-3.245807346794765,-1.569317121678109,0.0005892931117313335
-1.6316583958184363,-2.4265989342044025,2.8213502968067354,-3.251218892468911,-1.5693756092731046,0.0010143388302930405
-1.633785620248031,-2.42694770319432,2.8188792844833035,-3.256767774535026,-1.5694254045842548,0.001318908619081029
-1.6358986387922112,-2.4273828708213894,2.8163990471908744,-3.2624592415772984,-1.5694650956462612,0.0015055716260378026
-1.6379771790020803,-2.4278852012377827,2.813925327099423,-3.268296869514868,-1.5694941505789892,0.0015769103873798068
-1.639986159327013,-2.4283316903801695,2.811469233346195,-3.2742975794422797,-1.5695147303947536,0.0016203421245406808
-1.641912069557472,-2.4286374235162285,2.8090391197242877,-3.2804740330823954,-1.5695266150343121,0.0016455519489708078
-1.6437524904250913,-2.428743496785323,2.8066412643553003,-3.286835488058728,-1.5695293531094876,0.0016534659852577747
-1.6455099488157499,-2.428612644789485,2.8042752919167895,-3.2933327362064873,-1.5695227993588492,0.0016443661573574066
-1.647187878019668,-2.4282268512255727,2.8019315327442422,-3.2997781625821676,-1.5695070505869482,0.001618554025964561
-1.6487870761613368,-2.4276358783867007,2.7996480358985347,-3.306261488480207,-1.5694860807112767,0.0016044847470214948
-1.6503047821531907,-2.4268854511187756,2.7974359879354203,-3.3128083248623503,-1.5694611738378548,0.001604917106108905
-1.651736416511939,-2.426009874789308,2.795302914654226,-3.31942113708539,-1.5694327343772596,0.0016197152988118438
-1.6530771075855444,-2.4250345847864936,2.793254283705572,-3.3260991862787663,-1.5694006554424766,0.0016486075336289748
-1.6543226867675185,-2.4239787573878013,2.7912936027504425,-3.3328417508940307,-1.5693650998892454,0.001691278874257379
-1.6554698039204903,-2.4228569885756643,2.789422870308605,-3.3396481112808964,-1.5693260442169668,0.0017474541405884923
-1.6565846914863045,-2.4221251687570113,2.787404641654738,-3.346169514546337,-1.5692812394626061,0.0018046953346236
-1.6576137379729428,-2.421764950792261,2.785246882285025,-3.352394335758231,-1.569236439823762,0.0018617950326724336
-1.6585234774455426,-2.4217664680150124,2.782949385192275,-3.3583220688211015,-1.569191512589714,0.0019186837672913102
-1.6592933932296139,-2.422122567187815,2.7805119260279745,-3.36395317484986,-1.5691459746087997,0.0019752986991341793
