Time,QPos,QVel,Ctrl
0.9760000000000008,"-1.5926897911891138,-2.235859809523995,2.7031132552737285,-2.067094403302974,-1.5727914113000414,-5.832091875581364e-09,0.707849889482616,6.630527153902721e-05,0.7078444434619425,-0.6796310262858797,0.7078499019968697,6.632763328955017e-05,0.7078462605551027,-0.6796308831911294","0.0015663234742440448,0.0013384889895389441,-0.0008036665763212417,-0.00023481576800021993,0.0005578048202932208,7.265704004514019e-09,0.00012549241746100722,1.132719463881062e-07,0.00012750387476890627,-0.00012055777965066708,0.00012532545900870864,-1.9500411929617717e-07,0.00012509960340016313,-0.0001208948462369099","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
0.9860000000000008,"-1.592674430838826,-2.235846683977068,2.7031053741796045,-2.0670967066611547,-1.5727859399832735,-5.7606203798509325e-09,0.7078510959296243,6.630639465328168e-05,0.7078456694732188,-0.6796321852430371,0.7078511068048869,6.632573027472664e-05,0.7078474629652078,-0.6796320454572781","0.0014913342833882415,0.0012742825513029357,-0.0007651503736318957,-0.00022372197024367218,0.0005313747131001623,6.971173890999762e-09,0.00011360957250743243,1.1083359373161363e-07,0.00011548557958196934,-0.00010913013388391,0.00011345019664401916,-1.834071305514318e-07,0.00011319073935100688,-0.0001094519138640889","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
0.9960000000000008,"-1.5926598059511163,-2.2358341880900423,2.703097870821525,-2.0670989011733614,-1.572780727982006,-5.692057056266278e-09,0.7078521881397812,6.630749268832632e-05,0.7078467799345908,-0.6796332343418342,0.707852197450577,6.632394011032305e-05,0.7078485509008346,-0.6796330977148164","0.0014199179267504456,0.0012131472865270219,-0.0007284728274075588,-0.0002131463002588181,0.0005061795314474704,6.68592589846943e-09,0.00010285222842897652,1.0822871984872742e-07,0.0001046029723595839,-9.878545405759203e-05,0.00010270011207225148,-1.725781401197641e-07,0.00010241287626998663,-9.90925967181635e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.0060000000000007,"-1.5926458814780167,-2.235822291741528,2.703090727164653,-2.0671009919247494,-1.5727757631733792,-5.626309131799994e-09,0.7078531769331332,6.630856412206852e-05,0.7078477857645633,-0.6796341839932882,0.7078531847508017,6.632225534721266e-05,0.7078495352343022,-0.6796340503811601","0.0013126655647848098,0.0011213566623528499,-0.0006733972918488862,-0.0001972439103362624,0.0004682967342818132,6.2487742907403204e-09,8.771921074306183e-05,1.038001013019356e-07,8.928865987145224e-05,-8.423407089968026e-05,8.757806611250499e-05,-1.5670943322894765e-07,8.725682873376992e-05,-8.451908643290067e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.0220000000000007,"-1.592624976424493,-2.235804433533102,2.703080002916293,-2.0671041333297353,-1.5727683049563137,-5.526738002030689e-09,0.7078545679939408,6.63102202244952e-05,0.7078492017804249,-0.67963551977178,0.7078545735633686,6.631976192546651e-05,0.7078509188861206,-0.6796353906995769","0.001249769183594674,0.0010675395051904983,-0.0006411027228268926,-0.000187906615032323,0.0004460557152187843,5.9874839513489055e-09,7.941404419850471e-05,1.0091522606593899e-07,8.088097751778223e-05,-7.62487741944572e-05,7.927937229986429e-05,-1.476231958761679e-07,7.894249175337175e-05,-7.65207329661818e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.0320000000000007,"-1.592612720654992,-2.2357939651118905,2.7030737160977023,-2.067105976454371,-1.5727639300031762,-5.467879283518356e-09,0.707855331461703,6.631121763773643e-05,0.7078499795317024,-0.6796362527697669,0.7078553357093942,6.631832015097626e-05,0.7078516776127702,-0.6796361263667534","0.0011898744742035615,0.0010162988485773567,-0.0006103518413770731,-0.00017900665306026898,0.0004248586324457135,5.7352541251577434e-09,7.189546848231134e-05,9.797081794675401e-08,7.326738465273065e-05,-6.902025787091567e-05,7.176698676396845e-05,-1.3912136335124004e-07,7.141815429509761e-05,-6.927972852833927e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.0420000000000007,"-1.5926010522833423,-2.2357839991865007,2.7030677308491384,-2.067107732263847,-1.5727597629991812,-5.411507012614151e-09,0.7078560226487074,6.631218543886568e-05,0.7078506840800912,-0.67963691627742,0.7078560256354685,6.631696119322223e-05,0.707852364013234,-0.679636792420917","0.0011328393258522912,0.000967511912837005,-0.00058107134608885,-0.00017052386736583614,0.0004046576075134673,5.491959739981027e-09,6.508897203370817e-05,9.498845634653267e-08,6.63727657432388e-05,-6.247681090464431e-05,6.496640880580929e-05,-1.3116188611578266e-07,6.460885940298031e-05,-6.272433996951137e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.0520000000000007,"-1.5925899432610917,-2.235774511692153,2.7030620327488877,-2.0671094048522285,-1.5727557941685353,-5.357532403346188e-09,0.7078566484005661,6.63131233256033e-05,0.707851322337902,-0.6796375168805987,0.7078566501845293,6.631567978592296e-05,0.7078529849611336,-0.6796373954533084","0.001078528241723158,0.0009210617244994142,-0.0005531913708905728,-0.0001624390111427826,0.00038540685460889426,5.257454831724175e-09,5.8927102133193253e-05,9.198689458040842e-08,6.0129116097383626e-05,-5.655351713951645e-05,5.881019633815315e-05,-1.2370605138927004e-07,5.8446757762180886e-05,-5.678962967695016e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.0620000000000007,"-1.5925793668692472,-2.2357654797114535,2.7030566080606637,-2.06711099812462,-1.5727520141851934,-5.305868202776616e-09,0.7078572149144331,6.631403117305676e-05,0.7078519005636623,-0.6796380605410939,0.707857215551162,6.631447103760287e-05,0.7078535466778426,-0.6796379414308871","0.0010268120448494328,0.0008768368434220386,-0.0005266453276051034,-0.00015473370701125867,0.00036706259914194464,5.031575687694602e-09,5.3348796208089414e-05,8.898242009467242e-08,5.4474868500168356e-05,-5.119161083397631e-05,5.323729717178622e-05,-1.1671820476510281e-07,5.287043311635542e-05,-5.141681200953389e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.0720000000000007,"-1.5925692976562171,-2.2357568814201145,2.7030514437014332,-2.0671125158057055,-1.572748414153066,-5.256428856785091e-09,0.7078577278004364,6.631490900965183e-05,0.707852424424,-0.6796385526557547,0.7078577273430283,6.631333040238536e-05,0.7078540547943326,-0.67963843575547","0.000977567594688115,0.0008347311032395878,-0.0005013697556932963,-0.00014739040822260555,0.0003495829983709454,4.8141437240674705e-09,4.829877642912493e-05,8.598900080227737e-08,4.9354283137647885e-05,-4.633789501587604e-05,4.8192443574966826e-05,-1.1016539837836869e-07,4.7824293273894334e-05,-4.655266884881524e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.0820000000000007,"-1.592559711378546,-2.2357486960352113,2.7030465272107187,-2.067113961447907,-1.5727449855870128,-5.209130648111338e-09,0.7078581921372892,6.631575699564761e-05,0.7078528990496711,-0.679638998110026,0.7078581906364749,6.63122536529257e-05,0.7078545144071576,-0.6796388833172665","0.000930677514558766,0.000794643364272506,-0.0004773041787945567,-0.0001403923618003511,0.0003329280641216234,4.6049680974078255e-09,4.372700161850794e-05,8.301868948009087e-08,4.47168969331278e-05,-4.1944213002235496e-05,4.3625604201816444e-05,-1.0401729897856358e-07,4.3258017283001797e-05,-4.214902450168461e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.0920000000000007,"-1.5925505849443307,-2.2357409037658664,2.703041846721312,-2.067115338439177,-1.5727417203945966,-5.163891809290465e-09,0.7078586125226324,6.631657540442305e-05,0.7078533290862828,-0.6796394013263976,0.7078586100268739,6.631123685607118e-05,0.7078549301291317,-0.6796392885433385","0.0008860299299528487,0.0007564772781157685,-0.00045439096767719504,-0.0001337235733613638,0.0003170595877694123,4.40384807915908e-09,3.958817119517937e-05,8.008170947333127e-08,4.0517022291657674e-05,-3.7966970820318947e-05,3.949148795439162e-05,-9.824595592613423e-08,3.912605643920522e-05,-3.8162265786646684e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1020000000000008,"-1.5925418963592126,-2.2357334857662443,2.7030373909313297,-2.0671166500104508,-1.5727386108585828,-5.120632612806421e-09,0.7078589931186091,6.63173646051892e-05,0.7078537187402113,-0.6796397663082757,0.7078589896741928,6.631027634943027e-05,0.7078553061352016,-0.6796396554414769","0.000843518217697967,0.0007201410632977311,-0.000432575209223744,-0.00012736877356183147,0.00030194106751994934,4.210575172463171e-09,3.584127611282043e-05,7.718679092955829e-08,3.6713296545193755e-05,-3.436670546328718e-05,3.574909495827402e-05,-9.282542448584877e-08,3.538718121679632e-05,-3.455291149818381e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1140000000000008,"-1.5925320185933007,-2.235725052996163,2.7030323254683966,-2.0671181418695395,-1.5727350745448774,-5.0712255709598455e-09,0.7078594025915044,6.631827373085524e-05,0.707854138356714,-0.6796401588950767,0.7078593980668669,6.630919325761e-05,0.7078557102121175,-0.6796400502103532","0.0007951807837563198,0.0006788302308324645,-0.00040777144215547756,-0.00012013700232632202,0.00028473980600891293,3.988703737767208e-09,3.181033712843869e-05,7.377852643808368e-08,3.2619267996526244e-05,-3.0493939793433224e-05,3.172329105513726e-05,-8.675049601293227e-08,3.1367111571219006e-05,-3.066977821755602e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1240000000000008,"-1.59252422093816,-2.2357183964259306,2.703028326851564,-2.0671193201610705,-1.5727322820308125,-5.032051419701695e-09,0.7078597084137954,6.631900035483048e-05,0.7078544520709387,-0.6796404520364319,0.7078597030351137,6.630834490516805e-05,0.7078560116411974,-0.6796403450769455","0.0007570170322874156,0.0006462178131690799,-0.00038818937655726757,-0.00011442259947479624,0.0002711506667442976,3.811934132220681e-09,2.87999503378544e-05,7.100002972568511e-08,2.9560217023999786e-05,-2.7602018969620285e-05,2.8716970688729053e-05,-8.202045014607345e-08,2.836662052953006e-05,-2.7769646885075726e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1340000000000008,"-1.5925167975402452,-2.2357120596608215,2.7030245202644263,-2.067120442397395,-1.5727296228082581,-4.994616192617678e-09,0.7078599852951073,6.631969943530766e-05,0.7078547363708211,-0.6796407173769168,0.7078599791023005,6.630754271516358e-05,0.7078562842307764,-0.6796406120620629","0.0007206805149279378,0.0006151698276043933,-0.0003695458701958466,-0.00010897783153456206,0.0002582053427396302,3.6423130103922846e-09,2.6074613815635142e-05,6.82827654019765e-08,2.678948473877136e-05,-2.4984225018526612e-05,2.5995515854964194e-05,-7.757105333491854e-08,2.565178202590059e-05,-2.5144014708914634e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1440000000000008,"-1.5925097304788751,-2.2357060273587224,2.7030208965023728,-2.067121511224161,-1.5727270905604764,-4.958849295643634e-09,0.7078602359757984,6.632037160105166e-05,0.7078549940284046,-0.6796409575518157,0.7078602290069699,6.630678395655615e-05,0.7078565307266999,-0.6796408538046534","0.0006860841583410349,0.0005856114507770296,-0.0003517961129303589,-0.00010379014056350713,0.0002458737592940347,3.4796175619220926e-09,2.3607328745130496e-05,6.563063716240464e-08,2.4279826754766196e-05,-2.2614579052947997e-05,2.353193566602128e-05,-7.338372940217631e-08,2.3195466685758974e-05,-2.276688712325927e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1540000000000008,"-1.5925030026875038,-2.235700284911387,2.7030174468003194,-2.0671225291637514,-1.5727246792659664,-4.924682363836793e-09,0.7078604629366725,6.632101751586898e-05,0.7078552275538049,-0.6796411749466715,0.7078604552281882,6.630606607818009e-05,0.7078567536140161,-0.6796410726937611","0.0006531449997873405,0.0005574714169461593,-0.00033489741717391836,-9.884754175102463e-05,0.0002341272077991002,3.323624925270321e-09,2.1373653829893093e-05,6.30466444156869e-08,2.2006576621078457e-05,-2.0469564839813556e-05,2.130179645807642e-05,-6.944132870757132e-08,2.097311827812222e-05,-2.0614732595899854e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1640000000000008,"-1.592496597913384,-2.2356948184095344,2.703014162811887,-2.0671234986209104,-1.5727223831850352,-4.892049258015953e-09,0.707860668423566,6.63216378710063e-05,0.7078554392199942,-0.6796413717209514,0.7078606600101298,6.630538669579275e-05,0.7078569551417171,-0.6796412708922083","0.0006217839966928107,0.0005306818507586281,-0.0003188091190134931,-9.41385979667523e-05,0.00022293828722082175,3.1741131344451888e-09,1.935146314449843e-05,6.053309860541513e-08,1.994740150508211e-05,-1.8527893657822626e-05,1.9282979621823452e-05,-6.572790223938398e-08,1.8962510260943747e-05,-1.866624792742582e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1740000000000008,"-1.5924905006790977,-2.235689614609589,2.7030110365895457,-2.0671244218881246,-1.5727201968469522,-4.860886052380448e-09,0.7078608544696068,6.632223337797411e-05,0.7078556310852352,-0.679641549829468,0.7078608453843326,6.630474357961808e-05,0.7078571373451307,-0.6796414503580167","0.0005919258446940047,0.0005051781076972045,-0.00030349248374101587,-8.965239547825773e-05,0.0002122808477818764,3.03086194682227e-09,1.752072670346232e-05,5.809166757789064e-08,1.80820814333578e-05,-1.6770294656573823e-05,1.7455462200059247e-05,-6.222865175640374e-08,1.7143524784404546e-05,-1.690214765014699e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1840000000000008,"-1.5924846962458783,-2.235684660901986,2.703008060565685,-2.067125301150761,-1.5727181150376532,-4.831131014305156e-09,0.7078610229153636,6.632280476275872e-05,0.7078558050133947,-0.6796417110417756,0.7078610131898441,6.63041346433046e-05,0.7078573020661934,-0.6796416128638089","0.0005634988038390886,0.00048089862187055245,-0.0002889106156690102,-8.537852064610428e-05,0.00020212993675805744,2.8936535615787577e-09,1.5863311888678814e-05,5.5723463899181445e-08,1.6392309216501388e-05,-1.5179323101619602e-05,1.580111836914812e-05,-5.892990418313819e-08,1.5497952632095167e-05,-1.5304973339359308e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.1940000000000008,"-1.5924791705786345,-2.2356799452809746,2.703005227534574,-2.0671261384919797,-1.572716132787981,-4.802724577442843e-09,0.7078611754270862,6.63233527606412e-05,0.7078559626923322,-0.6796418569597191,0.7078611650914599,6.630355793347318e-05,0.7078574509717989,-0.6796417600143628","0.0005364345325831011,0.0004577847609060876,-0.0002750283720027115,-8.130703769344743e-05,0.0001924617463524993,2.7622732230905594e-09,1.4362803736811547e-05,5.3429104464396595e-08,1.4861509350835627e-05,-1.3739186482475925e-05,1.4303539682803255e-05,-5.581896531934457e-08,1.4009312330866652e-05,-1.38589197748713e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.2040000000000008,"-1.5924739103126073,-2.235675456315837,2.70300253063516,-2.0671269358974254,-1.5727142453624376,-4.775609309123566e-09,0.707861313513218,6.632387811129265e-05,0.7078561056505462,-0.6796419890333301,0.7078613025962338,6.63030116200692e-05,0.707857585570407,-0.6796418932625187","0.0005106679292836558,0.00043578068748323655,-0.00026181228064183734,-7.742846734935605e-05,0.00018325356360029984,2.6365097406679046e-09,1.3004342219517279e-05,5.120880243541216e-08,1.347467384743877e-05,-1.2435589601925975e-05,1.2947872352175185e-05,-5.288395500131816e-08,1.2662686761088046e-05,-1.2549678775370852e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.2140000000000009,"-1.5924689027215817,-2.235671183123474,2.702999963334684,-2.0671276952597104,-1.57271244824843,-4.74972987298355e-09,0.7078614385393452,6.632438155496691e-05,0.7078562352722474,-0.6796421085752129,0.7078614270684229,6.63024939879934e-05,0.7078577072270804,-0.6796420139235565","0.000486136980801535,0.0004148332273330184,-0.0002492304617382407,-7.37337664887123e-05,0.0001744837222181007,2.5161559023935894e-09,1.177447490155626e-05,4.906245899285732e-08,1.2218214356120926e-05,-1.1255591453478966e-05,1.1720669951692719e-05,-5.0114017058138155e-08,1.1444573919213102e-05,-1.1364297790021607e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.2240000000000009,"-1.592464135687585,-2.2356671153422822,2.702997519413056,-2.067128418382698,-1.57271073714599,-4.7250329875993466e-09,0.7078615517417277,6.632486382933395e-05,0.7078563528110039,-0.6796422167735608,0.7078615397430179,6.630200342851271e-05,0.7078578171770903,-0.6796421231882396","0.00046278261802708666,0.0003948917433087077,-0.00023725255283482932,-7.021430858609751e-05,0.00016613155638646896,2.4010088524715696e-09,1.066102363073905e-05,4.698951318860769e-08,1.107982728685899e-05,-1.0187477572338276e-05,1.0609760068569687e-05,-4.7498828005016446e-08,1.0342753554589676e-05,-1.0291050397754599e-05","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.2340000000000009,"-1.5924595976720035,-2.2356632431072683,2.7029951929479705,-2.067129106985593,-1.572709107957949,-4.701467381786734e-09,0.7078616542395498,6.632532566599115e-05,0.7078564594020943,-0.6796423147039568,0.7078616417379903,6.630153843240671e-05,0.707857916538239,-0.6796422221345945","0.00044054857794510494,0.000375908015394669,-0.00022584963742733387,-6.686186505246614e-05,0.00015817735637809353,2.290870369492283e-09,9.652963819516351e-06,4.4989333830975866e-08,1.0048372530420184e-05,-9.220643380795986e-06,9.604123636668222e-06,-4.502893587238679e-08,9.346165452892977e-06,-9.319320619903689e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.2440000000000009,"-1.592455277688053,-2.235659557026338,2.7029929783007236,-2.0671297627068466,-1.5727075567805477,-4.678983747272291e-09,0.7078617470460106,6.632576778854441e-05,0.7078565560736931,-0.6796424033400336,0.70786173406538,6.630109758253567e-05,0.7078580063220075,-0.679642311738594","0.00041938127198139593,0.00035783612619955,-0.00021499417683065993,-6.366858735080676e-05,0.00015060232599143033,2.1855470992333348e-09,8.740315110556994e-06,4.306089267950413e-08,9.113763196155027e-06,-8.345489314430409e-06,8.693785600860272e-06,-4.269548694446258e-08,8.444798921181671e-06,-8.439498721338158e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.254000000000001,"-1.5924511652745417,-2.2356560481577112,2.7029908701026955,-2.067130387107891,-1.5727060798944663,-4.6575346892337075e-09,0.7078618310783618,6.632619091012303e-05,0.7078566437569949,-0.6796424835631395,0.7078618176413323,6.630067954796592e-05,0.7078580874436485,-0.6796423928838244","0.00039922966039253555,0.00034063235183598765,-0.00020465994518504394,-6.06269899022628e-05,0.0001433885417030988,2.0848507386595744e-09,7.914042477569321e-06,4.1203038804299355e-08,8.266865842585709e-06,-7.553325134043943e-06,7.869716025120721e-06,-4.049024554778284e-08,7.629594156009699e-06,-7.642884530495e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.264000000000001,"-1.5924472504708655,-2.2356527079884088,2.702988863242473,-2.0671309816767036,-1.5727046737562547,-4.637074675222859e-09,0.7078619071669965,6.632659573139741e-05,0.7078567232953824,-0.6796425561710849,0.7078618932951838,6.630028307793665e-05,0.7078581607313255,-0.6796424663702282","0.0003800451324046536,0.0003242550579162393,-0.00019482196744106064,-5.772993371162373e-05,0.0001365189135429746,1.9885981740253473e-09,7.165966778368923e-06,3.941448616787627e-08,7.49941029925635e-06,-6.836285133786047e-06,7.123740592963797e-06,-3.840550470796072e-08,6.892351056875711e-06,-6.92160138794995e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.274000000000001,"-1.5924435237931807,-2.235649528413757,2.7029869528535815,-2.0671315478312047,-1.57270333499015,-4.61755998289229e-09,0.7078619760636765,6.632698293966865e-05,0.7078567954527266,-0.6796426218860597,0.7078619617776872,6.62999069964229e-05,0.707858226934378,-0.6796425329220295","0.00036178139183854445,0.0003086646003666686,-0.0001854564602469844,-5.497061074513324e-05,0.00012997714756939955,1.896611565563999e-09,6.488683491377077e-06,3.769379122437821e-08,6.803908470541846e-06,-6.187248025801645e-06,6.448459452264381e-06,-3.643411827998492e-08,6.225648407929081e-06,-6.2685192940375135e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.284000000000001,"-1.5924399762116974,-2.2356465017178655,2.7029851343027937,-2.0671320869225114,-1.57270206038026,-4.5989486469574425e-09,0.70786203844898,6.632735320733513e-05,0.7078568609209022,-0.6796426813617931,0.7078620237684575,6.629955019704032e-05,0.7078582867308092,-0.6796425931949054","0.00034439434801417464,0.0002938232309007605,-0.00017654077557388676,-5.234252893622325e-05,0.0001237477099252787,1.8087184182327329e-09,5.875489463483005e-06,3.6039338028834045e-08,6.173579287048828e-06,-5.599767736707223e-06,5.837173903025752e-06,-3.4569342114842414e-08,5.622769818440012e-06,-5.6771834078060485e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.294000000000001,"-1.592436599129046,-2.2356436205550327,2.702983403178995,-2.0671326002380384,-1.572700846863101,-4.581200405590814e-09,0.7078620949390436,6.632770719063104e-05,0.7078569203265885,-0.6796427351900477,0.7078620798827117,6.629921163899288e-05,0.7078583407340605,-0.6796426477824752","0.000327842011734255,0.0002796950069195939,-0.00016805334693944672,-4.9839497857247034e-05,0.00011781579242078666,1.7247516092453503e-09,5.320316436669283e-06,3.4449577643816106e-08,5.602282806541058e-06,-5.068008743009001e-06,5.283819965163929e-06,-3.2804972159440174e-08,5.077636802808338e-06,-5.141749421495391e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.304000000000001,"-1.592433384359662,-2.2356408779320374,2.7029817552825737,-2.0671330890044572,-1.5726996915204752,-4.56427664671228e-09,0.7078621460916658,6.63280455293547e-05,0.707856974237431,-0.6796427839064887,0.7078621306773709,6.629889034198893e-05,0.7078583894991434,-0.6796426972221764","0.00031208439601541785,0.00026624570566121904,-0.00015997363814960114,-4.745561507151698e-05,0.0001121672795690831,1.6445493860873501e-09,4.817670877872822e-06,3.2922728915350035e-08,5.084459049661292e-06,-4.5866892136790725e-06,4.782908176973354e-06,-3.113512224532226e-08,4.584748251531016e-06,-4.656926993460091e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.314000000000001,"-1.5924303241101474,-2.2356382671912707,2.702980186615317,-2.0671335543905265,-1.57269859157267,-4.548140354340092e-09,0.7078621924118327,6.632836884584264e-05,0.7078570231676176,-0.6796428279960022,0.7078621766565839,6.629858538290068e-05,0.7078584335281909,-0.6796427420005859","0.0002970834214411704,0.00025344274233955576,-0.00015228209446453467,-4.518525297788292e-05,0.00010678871702933675,1.5679553466526199e-09,4.362579593634787e-06,3.145708870803525e-08,4.6150731474863885e-06,-4.151027397030925e-06,4.329469258999029e-06,-2.9554355651746644e-08,4.139125556094111e-06,-4.2179266844430835e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.324000000000001,"-1.5924274109605574,-2.2356357819946693,2.702978693370783,-2.067133997509787,-1.5726975443719686,-4.5327560552053855e-09,0.70786223435672,6.632867774495677e-05,0.7078570675829278,-0.6796428678975073,0.7078622182767275,6.629829589168452e-05,0.7078584732754809,-0.679642782558236","0.0002828028259313928,0.00024125509218329844,-0.00014496009597773983,-4.302304633800511e-05,0.00010166728143422941,1.4948184065628625e-09,3.950540369602173e-06,3.0050821933455806e-08,4.18956568670447e-06,-3.7566948436721977e-06,3.9190047124031684e-06,-2.8057539776859706e-08,3.7362636074058295e-06,-3.820412668932363e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.334000000000001,"-1.592424637846576,-2.235633416308418,2.702977271925133,-2.0671344194231382,-1.5726965473964571,-4.518089765842721e-09,0.7078622723402208,6.632897281328772e-05,0.7078571079053048,-0.6796429040083108,0.707862255950932,6.629802104833761e-05,0.7078585091519846,-0.6796428192939751","0.00026920807869063956,0.0002296532161197758,-0.00013798991323952115,-4.0963880286141595e-05,9.679075148461122e-05,1.4249927289048348e-09,3.5774774203471093e-06,2.8702170931833835e-08,3.803808065789246e-06,-3.3997731497818944e-06,3.5474423604757725e-06,-2.6639895242434798e-08,3.3720847681796024e-06,-3.460459528649271e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.344000000000001,"-1.5924219980425347,-2.2356311643883773,2.702975918828396,-2.067134821141296,-1.5726955982441155,-4.504108940344829e-09,0.7078623067370451,6.632925461939289e-05,0.7078571445169941,-0.6796429366880534,0.7078622900531804,6.629776007947953e-05,0.7078585415294812,-0.6796428525689114","0.00025626629817805,0.00021860898996433261,-0.00013135466491797263,-3.9002878894058894e-05,9.214748034317409e-05,1.3583376605631018e-09,3.2397009611460493e-06,2.740927083016606e-08,3.4540614545672603e-06,-3.0767158010017734e-06,3.211095820360439e-06,-2.5296893245145768e-08,3.042899557057623e-06,-3.134512874986534e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
1.354000000000001,"-1.5924194851452342,-2.2356290207662064,2.702974630796153,-2.067135203627137,-1.572694694627179,-4.490782418901152e-09,0.7078623378864304,6.632952371372843e-05,0.7078571777642924,-0.6796429662622772,0.7078623209220167,6.629751225543179e-05,0.7078585707442833,-0.6796428827099886","0.00024394617387952117,0.00020809563696026512,-0.0001250382774762143,-3.7135394248409624e-05,8.772636920711453e-05,1.2947176419680282e-09,2.933870619861048e-06,2.6170263446942854e-08,3.136939492921654e-06,-2.7843117634535787e-06,2.9066279646995675e-06,-2.4024358112621294e-08,2.7453689390662775e-06,-2.839355952159344e-06","-1.5707963705062866,-2.236440896987915,2.7310423851013184,-2.0626063346862793,-1.5707963705062866,0.0,225.0"
