Time,Ctrl,QPos,QVel
1.338000000000001,"5.3036346517142344e-14,1.0047264664124322e-13,-1.0784792781340992e-13,-1.0791786093663467e-13,5.323652622963506e-14,3.202664719764978e-19","-1.5842709701050561,-2.245021618240196,2.7130787518593658,-2.0600844281121846,-1.5728399745433395,0.009088793988974749","-0.4111195838326179,-0.19193710268095493,0.12026200849005517,-0.1146433477685403,-0.07992541931125252,0.007835980211515478"
1.340000000000001,"5.2938302834954814e-14,1.0052248151820678e-13,-1.0785253634595085e-13,-1.0772051704342958e-13,5.3344971627170065e-14,2.0864358122843542e-19","-1.5847515406108095,-2.245255409996499,2.713249839826838,-2.0602178914857623,-1.572886623468276,0.009092466850042795","-0.24028525287666413,-0.1168958781517492,0.08554398373609867,-0.06673168678893567,-0.023324462468183274,0.0018364305340228138"
1.342000000000001,"5.284025915276728e-14,1.0057231639517035e-13,-1.0785714487849178e-13,-1.0752317315022448e-13,5.3453417024705065e-14,9.702069048037303e-20","-1.5850309388008441,-2.2454080375061523,2.7133881433686624,-2.060248382555692,-1.5729002692134173,0.009093369320396389","-0.13969909501731348,-0.07631375482645121,0.06915177091226234,-0.015245534964806517,-0.0068228725707552215,0.0004512351767963676"
1.344000000000001,"5.274221547057975e-14,1.0062215127213392e-13,-1.0786175341103272e-13,-1.0732582925701939e-13,5.3561862422240065e-14,-1.4602200267689334e-20","-1.5851937935877285,-2.2455166205683006,2.713519351093135,-2.0602415314843996,-1.5729052730904847,0.009093623480730239","-0.08142739344218072,-0.054291531074210996,0.06560386223622942,0.003425535646142612,-0.0025019385336669184,0.00012708016692529857"
1.346000000000001,"5.264417178839222e-14,1.0067198614909747e-13,-1.0786636194357365e-13,-1.0712848536381429e-13,5.367030781977507e-14,-1.2622509101575175e-19","-1.585289975410114,-2.2456025448334773,2.713652089478383,-2.0602296816366406,-1.5729078197266495,0.009093724726690124","-0.04809091119270705,-0.04296213258829382,0.06636919262423457,0.005924923879472117,-0.0012733180824224743,5.0622979942641577e-05"
1.348000000000001,"5.2766646703169e-14,1.005408954218359e-13,-1.0781026716861674e-13,-1.0759615420104244e-13,5.353611386996041e-14,1.396128890924022e-20","-1.585348091311471,-2.24567766117531,2.7137882956843855,-2.060217245532381,-1.5729099522843069,0.00909378146248758","-0.029057950678485905,-0.03755817091641645,0.06810310300128249,0.00621805212993502,-0.0010662788286657137,2.8367898727939804e-05"
1.350000000000001,"5.2889121617945774e-14,1.0040980469457434e-13,-1.0775417239365984e-13,-1.0806382303827058e-13,5.3401919920145743e-14,1.541476688342322e-19","-1.585384648840959,-2.245748074381549,2.713928789703781,-2.0602039346439365,-1.5729129869434777,0.009093974388840086","-0.01827876474402816,-0.03520660311961667,0.07024700969771301,0.006655444222127752,-0.0015173295854059988,9.646317625353721e-05"
1.352000000000001,"5.3011596532722555e-14,1.0027871396731277e-13,-1.0769807761870294e-13,-1.0853149187549873e-13,5.326772597033108e-14,2.943340487592242e-19","-1.5854071224624322,-2.245816727134229,2.7140724654635653,-2.0601902978961606,-1.572912841662383,0.009093890220275291","-0.011236810736593595,-0.03432637633985517,0.07183787989216806,0.006818373887928861,7.264054733108487e-05,-4.208428239761366e-05"
1.354000000000001,"5.3134071447499337e-14,1.001476232400512e-13,-1.0764198284374603e-13,-1.0899916071272688e-13,5.313353202051642e-14,4.345204286842161e-19","-1.585421456735833,-2.245885176656156,2.714219251310745,-2.0601761021525067,-1.5729128059317457,0.009093871825799474","-0.007167136700318253,-0.034224760963466445,0.07339292358986495,0.007097871827050261,1.7865318669899753e-05,-9.197237909051258e-06"
1.356000000000001,"5.303731036243808e-14,1.002202960804368e-13,-1.0765931857165521e-13,-1.088003068833791e-13,5.324388991900085e-14,3.2587473855905745e-19","-1.5854312831745696,-2.2459540286508735,2.7143690838834202,-2.0601612879709292,-1.5729138778424323,0.009093823889036352","-0.004913219368358953,-0.03442599735884586,0.07491628633764964,0.007407090788788464,-0.0005359553433279517,-2.3968381560913e-05"
